|NAME                     |ADDRESS                  |CONSUMER_COUNT |MESSAGE_COUNT |MESSAGES_ADDED |DELIVERING_COUNT |MESSAGES_ACKED |
|SOI.REQ.INT.IN.OPERATIONSANDEXECUTION.OPERATIONALSERVICES.ISSUEDDEVICEADMINISTRATION.V1_0|SOI.REQ.INT.IN.OPERATIONSANDEXECUTION.OPERATIONALSERVICES.ISSUEDDEVICEADMINISTRATION.V1_0|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IN.OPERATIONSANDEXECUTION.OPERATIONALSERVICES.TOKENTRACKING.V1_0|SOI.REQ.INT.IN.OPERATIONSANDEXECUTION.OPERATIONALSERVICES.TOKENTRACKING.V1_0|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IN.OPERATIONSANDEXECUTION.PAYMENTS.FINANCIALMESSAGEGATEWAY.V1_1|SOI.REQ.INT.IN.OPERATIONSANDEXECUTION.PAYMENTS.FINANCIALMESSAGEGATEWAY.V1_1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IN.OPERATIONSANDEXECUTION.PAYMENTS.PAYMENTSEXECUTION.V1_1|SOI.REQ.INT.IN.OPERATIONSANDEXECUTION.PAYMENTS.PAYMENTSEXECUTION.V1_1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IN.OPERATIONSANDEXECUTION.PAYMENTS.PAYMENTSEXECUTIONBATCH.V1_0|SOI.REQ.INT.IN.OPERATIONSANDEXECUTION.PAYMENTS.PAYMENTSEXECUTIONBATCH.V1_0|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IN.OPERATIONSANDEXECUTION.PAYMENTS.PAYMENTSEXECUTIONBATCH.V1_1|SOI.REQ.INT.IN.OPERATIONSANDEXECUTION.PAYMENTS.PAYMENTSEXECUTIONBATCH.V1_1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IN.OPERATIONSANDEXECUTION.PAYMENTS.PAYMENTSEXECUTIONBATCH.V1_1.FILETRANSFER|SOI.REQ.INT.IN.OPERATIONSANDEXECUTION.PAYMENTS.PAYMENTSEXECUTIONBATCH.V1_1.FILETRANSFER|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IN.REFERENCEDATA.EXTERNALAGENCY.INFORMATIONPROVIDERADMIN.V1_0|SOI.REQ.INT.IN.REFERENCEDATA.EXTERNALAGENCY.INFORMATIONPROVIDERADMIN.V1_0|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IN.REFERENCEDATA.EXTERNALAGENCY.INFORMATIONPROVIDERADMIN.V1_1|SOI.REQ.INT.IN.REFERENCEDATA.EXTERNALAGENCY.INFORMATIONPROVIDERADMIN.V1_1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IN.REFERENCEDATA.EXTERNALAGENCY.PRODUCTSERVICEAGENCY.V1_0|SOI.REQ.INT.IN.REFERENCEDATA.EXTERNALAGENCY.PRODUCTSERVICEAGENCY.V1_0|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IN.REFERENCEDATA.MARKETDATA.REFERENCEMANAGEMENT.V1_1|SOI.REQ.INT.IN.REFERENCEDATA.MARKETDATA.REFERENCEMANAGEMENT.V1_1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IN.REFERENCEDATA.MARKETDATA.REFERENCEMANAGEMENTBATCH.V1_1|SOI.REQ.INT.IN.REFERENCEDATA.MARKETDATA.REFERENCEMANAGEMENTBATCH.V1_1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IN.REFERENCEDATA.MARKETDATA.REFERENCEMANAGEMENTBATCH.V1_1.FILETRANSFER|SOI.REQ.INT.IN.REFERENCEDATA.MARKETDATA.REFERENCEMANAGEMENTBATCH.V1_1.FILETRANSFER|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IN.REFERENCEDATA.PARTY.PARTYDATAMANAGEMENT.V1_1|SOI.REQ.INT.IN.REFERENCEDATA.PARTY.PARTYDATAMANAGEMENT.V1_1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IN.REFERENCEDATA.PARTY.PARTYDATAMANAGEMENT.V1_2|SOI.REQ.INT.IN.REFERENCEDATA.PARTY.PARTYDATAMANAGEMENT.V1_2|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IN.REFERENCEDATA.PRODUCTMANAGEMENT.PRODUCTDESIGNBATCH.V1_0.FILETRANSFER|SOI.REQ.INT.IN.REFERENCEDATA.PRODUCTMANAGEMENT.PRODUCTDESIGNBATCH.V1_0.FILETRANSFER|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IN.SALESANDSERVICE.ASSISTEDCHANNEL.BRANCHNETWORKMANAGEMENT.v1_0|SOI.REQ.INT.IN.SALESANDSERVICE.ASSISTEDCHANNEL.BRANCHNETWORKMANAGEMENT.v1_0|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IN.SALESANDSERVICE.CROSSCHANNEL.CONTACTDIALOGUE.V1_0|SOI.REQ.INT.IN.SALESANDSERVICE.CROSSCHANNEL.CONTACTDIALOGUE.V1_0|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IN.SALESANDSERVICE.CROSSCHANNEL.PARTYAUTHENTICATION.V1_1|SOI.REQ.INT.IN.SALESANDSERVICE.CROSSCHANNEL.PARTYAUTHENTICATION.V1_1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IN.SALESANDSERVICE.CROSSCHANNEL.SERVICINGEVENTHISTORY.V1_0|SOI.REQ.INT.IN.SALESANDSERVICE.CROSSCHANNEL.SERVICINGEVENTHISTORY.V1_0|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IN.SALESANDSERVICE.CROSSCHANNEL.SERVICINGEVENTHISTORY.V1_1|SOI.REQ.INT.IN.SALESANDSERVICE.CROSSCHANNEL.SERVICINGEVENTHISTORY.V1_1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IN.SALESANDSERVICE.CUSTOMERMANAGEMENT.CUSTOMERACCESSENTITLEMENT.V1_1|SOI.REQ.INT.IN.SALESANDSERVICE.CUSTOMERMANAGEMENT.CUSTOMERACCESSENTITLEMENT.V1_1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IN.SALESANDSERVICE.CUSTOMERMANAGEMENT.CUSTOMERACCESSENTITLEMENT.V1_2|SOI.REQ.INT.IN.SALESANDSERVICE.CUSTOMERMANAGEMENT.CUSTOMERACCESSENTITLEMENT.V1_2|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IN.SALESANDSERVICE.CUSTOMERMANAGEMENT.CUSTOMEREVENTHISTORY.V1_0.ERRORCANEVENT|SOI.REQ.INT.IN.SALESANDSERVICE.CUSTOMERMANAGEMENT.CUSTOMEREVENTHISTORY.V1_0.ERRORCANEVENT|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IN.SALESANDSERVICE.SALES.OFFERMANAGEMENT.V1_0|SOI.REQ.INT.IN.SALESANDSERVICE.SALES.OFFERMANAGEMENT.V1_0|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IN.SALESANDSERVICE.SALES.OFFERMANAGEMENTBATCH.V1_0|SOI.REQ.INT.IN.SALESANDSERVICE.SALES.OFFERMANAGEMENTBATCH.V1_0|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IN.SALESANDSERVICE.SALES.OFFERMANAGEMENTCORRESPONDENCEBATCH_IN_V1_0|SOI.REQ.INT.IN.SALESANDSERVICE.SALES.OFFERMANAGEMENTCORRESPONDENCEBATCH_IN_V1_0|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IN.SALESANDSERVICE.SALES.PROSPECTMANAGEMENT.V1_1|SOI.REQ.INT.IN.SALESANDSERVICE.SALES.PROSPECTMANAGEMENT.V1_1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IN.SALESANDSERVICE.SALES.PROSPECTNOTIFICATIONBATCH.V1_0|SOI.REQ.INT.IN.SALESANDSERVICE.SALES.PROSPECTNOTIFICATIONBATCH.V1_0|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IN.SALESANDSERVICE.SERVICING.CUSTOMERCASE.V1_0|SOI.REQ.INT.IN.SALESANDSERVICE.SERVICING.CUSTOMERCASE.V1_0|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IN.SALESANDSERVICE.SERVICING.PAYMENTORDER.V1_1|SOI.REQ.INT.IN.SALESANDSERVICE.SERVICING.PAYMENTORDER.V1_1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IN.SALESANDSERVICE.SERVICING.PAYMENTORDER.V1_2|SOI.REQ.INT.IN.SALESANDSERVICE.SERVICING.PAYMENTORDER.V1_2|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IN.SALESANDSERVICE.SERVICING.PAYMENTORDERBATCH.V1_0|SOI.REQ.INT.IN.SALESANDSERVICE.SERVICING.PAYMENTORDERBATCH.V1_0|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IN.SALESANDSERVICE.SERVICING.SERVICINGISSUE.V1_0|SOI.REQ.INT.IN.SALESANDSERVICE.SERVICING.SERVICINGISSUE.V1_0|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IN.SALESANDSERVICE.SERVICING.SERVICINGISSUE.V1_1|SOI.REQ.INT.IN.SALESANDSERVICE.SERVICING.SERVICINGISSUE.V1_1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.INCOMECAL.SVC1.FW1_5_V1|SOI.REQ.INT.INCOMECAL.SVC1.FW1_5_V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IPE.MED1.FW2_5.V1|SOI.REQ.INT.IPE.MED1.FW2_5.V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IPE.SVC1.FW2_5.V1|SOI.REQ.INT.IPE.SVC1.FW2_5.V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IPE2.SVC1.FW1_4.V1|SOI.REQ.INT.IPE2.SVC1.FW1_4.V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IRCP.SVC1.FW1_5.V1|SOI.REQ.INT.IRCP.SVC1.FW1_5.V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.ISMOHK1.SVC1.FW1_4.V1|SOI.REQ.INT.ISMOHK1.SVC1.FW1_4.V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.ISMOHK1.SVC3.FW1_5.V1|SOI.REQ.INT.ISMOHK1.SVC3.FW1_5.V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.ISMOHK2.SVC2.FW1_5.V1|SOI.REQ.INT.ISMOHK2.SVC2.FW1_5.V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.ISMOSG.SVC4.FW1_5.V1|SOI.REQ.INT.ISMOSG.SVC4.FW1_5.V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.ISMP.SVC1.FW1_5.V1|SOI.REQ.INT.ISMP.SVC1.FW1_5.V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.ISMP.SVC3.FW1_5.V1|SOI.REQ.INT.ISMP.SVC3.FW1_5.V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.ISMPSG.SVC3.FW1_4.V1|SOI.REQ.INT.ISMPSG.SVC3.FW1_4.V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IVRHK.MED1.FW1_4.V1_0|SOI.REQ.INT.IVRHK.MED1.FW1_4.V1_0|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IVRHK.MED2.FW1_4.V1_0|SOI.REQ.INT.IVRHK.MED2.FW1_4.V1_0|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IVRHK_SVC1_FW1_5.V1_0|SOI.REQ.INT.IVRHK_SVC1_FW1_5.V1_0|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IVRHK_SVC2_FW1_5.V1_0|SOI.REQ.INT.IVRHK_SVC2_FW1_5.V1_0|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IVRSG.SVC2.FW1_5.V1|SOI.REQ.INT.IVRSG.SVC2.FW1_5.V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IVRSG1.SVC1.FW1_4.V1|SOI.REQ.INT.IVRSG1.SVC1.FW1_4.V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IWF.MED1.FW2_3.V1|SOI.REQ.INT.IWF.MED1.FW2_3.V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IWF.ORCHSVC.CREATEACCTSSVC.FW1_0_V1|SOI.REQ.INT.IWF.ORCHSVC.CREATEACCTSSVC.FW1_0_V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IWF.ORCHSVC.CREATEACOUNTS.FW1_0_V1|SOI.REQ.INT.IWF.ORCHSVC.CREATEACOUNTS.FW1_0_V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IWF.SVC1.FW1_2.V1|SOI.REQ.INT.IWF.SVC1.FW1_2.V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IWF.SVC1.FW2_3.V1|SOI.REQ.INT.IWF.SVC1.FW2_3.V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IWF.SVC3.FW2_3.V1|SOI.REQ.INT.IWF.SVC3.FW2_3.V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.IWF.SVC4.FW2_3.V1|SOI.REQ.INT.IWF.SVC4.FW2_3.V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.KAIS.SVC1.FW1_5.V1|SOI.REQ.INT.KAIS.SVC1.FW1_5.V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.KAIS.SVC2.FW1_5.V1|SOI.REQ.INT.KAIS.SVC2.FW1_5.V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.KAIS.SVC3.FW1_5.V1|SOI.REQ.INT.KAIS.SVC3.FW1_5.V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.KAIS.SVC4.FW1_5.V1|SOI.REQ.INT.KAIS.SVC4.FW1_5.V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.KAIS.SVC6.FW1_5.V1|SOI.REQ.INT.KAIS.SVC6.FW1_5.V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.KONY.SVC1.FW1_5.V1|SOI.REQ.INT.KONY.SVC1.FW1_5.V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.KONY.SVC2.FW1_5.V1|SOI.REQ.INT.KONY.SVC2.FW1_5.V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.KONY.SVC3.FW1_5.V1|SOI.REQ.INT.KONY.SVC3.FW1_5.V1|1              |0             |0              |0                |0              |
|SOI.REQ.INT.KONYSG.SVC2.FW1_4.V1|SOI.REQ.INT.KONYSG.SVC2.FW1_4.V1|1              |0             |0              |0                |0              |
|SOI.REQ.INT.LEAP.SVC1.FW1_3.V1|SOI.REQ.INT.LEAP.SVC1.FW1_3.V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.MATSSG.SVC1.FW1_5.V1|SOI.REQ.INT.MATSSG.SVC1.FW1_5.V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.MBSG.MED1.FW1_4.V1|SOI.REQ.INT.MBSG.MED1.FW1_4.V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.MBSG.SVC1.FW1_4.V1|SOI.REQ.INT.MBSG.SVC1.FW1_4.V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.MBSG.SVC3.FW1_5.V1|SOI.REQ.INT.MBSG.SVC3.FW1_5.V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.MBSG.SVC4.FW1_5.V1|SOI.REQ.INT.MBSG.SVC4.FW1_5.V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.MBSG.SVC5.FW1_5.V1|SOI.REQ.INT.MBSG.SVC5.FW1_5.V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.MBSG.SVC6.FW1_5.V1|SOI.REQ.INT.MBSG.SVC6.FW1_5.V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.MBSG.SVC7.FW1_5.V1|SOI.REQ.INT.MBSG.SVC7.FW1_5.V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.MBSG.SVC8.FW1_5.V1|SOI.REQ.INT.MBSG.SVC8.FW1_5.V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.MBSG5.SVC1.FW1_5.V1|SOI.REQ.INT.MBSG5.SVC1.FW1_5.V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.NCS.MONEYTHORADAPTER.V1_0.EVENT|SOI.REQ.INT.NCS.MONEYTHORADAPTER.V1_0.EVENT|0              |0             |0              |0                |0              |
|SOI.REQ.INT.NCS.MONEYTHORADAPTER.V1_0.SUB|SOI.REQ.INT.NCS.MONEYTHORADAPTER.V1_0.SUB|0              |0             |0              |0                |0              |
|SOI.REQ.INT.NFTXN.SVC1.FW1_4.V1|SOI.REQ.INT.NFTXN.SVC1.FW1_4.V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.OMNI.SVC2.FW1_5.V1|SOI.REQ.INT.OMNI.SVC2.FW1_5.V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.ORCHSVC_V4_1 |SOI.REQ.INT.ORCHSVC_V4_1 |0              |0             |0              |0                |0              |
|SOI.REQ.INT.ORCHSVC_V4_2 |SOI.REQ.INT.ORCHSVC_V4_2 |0              |0             |0              |0                |0              |
|SOI.REQ.INT.ORCHSVC_V4_3 |SOI.REQ.INT.ORCHSVC_V4_3 |0              |0             |0              |0                |0              |
|SOI.REQ.INT.PARTYDEVICE.DATAMANAGEMENT.SG.V6.0|SOI.REQ.INT.PARTYDEVICE.DATAMANAGEMENT.SG.V6.0|0              |0             |0              |0                |0              |
|SOI.REQ.INT.PARTYDEVICE.DATAMANAGEMENT.SG.V7.0|SOI.REQ.INT.PARTYDEVICE.DATAMANAGEMENT.SG.V7.0|0              |0             |0              |0                |0              |
|SOI.REQ.INT.PBHK.SVC1.FW1_4.V1|SOI.REQ.INT.PBHK.SVC1.FW1_4.V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.PBSG.SVC1.FW1_4.V1|SOI.REQ.INT.PBSG.SVC1.FW1_4.V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.PWEB.SVC3.FW1_4.V1|SOI.REQ.INT.PWEB.SVC3.FW1_4.V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.PWEBHK.SVC1.FW1_3.V1|SOI.REQ.INT.PWEBHK.SVC1.FW1_3.V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.PWEBHK.SVC2.FW1_3.V1|SOI.REQ.INT.PWEBHK.SVC2.FW1_3.V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.RM.UPDATES.CACHEREFRESH.V1_0|SOI.REQ.INT.RM.UPDATES.CACHEREFRESH.V1_0|0              |0             |0              |0                |0              |
|SOI.REQ.INT.RMF.RETRY.V1_0|SOI.REQ.INT.RMF.RETRY.V1_0|0              |0             |0              |0                |0              |
|SOI.REQ.INT.RMF.V1_0     |SOI.REQ.INT.RMF.V1_0     |0              |0             |0              |0                |0              |
|SOI.REQ.INT.RPA.SVC1.FW1_5.V1|SOI.REQ.INT.RPA.SVC1.FW1_5.V1|0              |0             |0              |0                |0              |
|SOI.REQ.INT.SG.BUSINESSSCENARIOS.MANAGELOYALTYPROGRAMME.REWARDS.V1_0.SD|SOI.REQ.INT.SG.BUSINESSSCENARIOS.MANAGELOYALTYPROGRAMME.REWARDS.V1_0.SD|1              |0             |0              |0                |0              |
|SOI.REQ.INT.SG.BUSINESSSUPPORT.DOCUMENTMANAGEMENTANDARCHIVE.CORRESPONDENCE.V1_0.APIMSG|SOI.REQ.INT.SG.BUSINESSSUPPORT.DOCUMENTMANAGEMENTANDARCHIVE.CORRESPONDENCE.V1_0.APIMSG|0              |0             |0              |0                |0              |
|SOI.REQ.INT.SG.BUSINESSSUPPORT.DOCUMENTMANAGEMENTANDARCHIVE.CORRESPONDENCE.V1_0.SD|SOI.REQ.INT.SG.BUSINESSSUPPORT.DOCUMENTMANAGEMENTANDARCHIVE.CORRESPONDENCE.V1_0.SD|1              |0             |81             |0                |81             |
|SOI.REQ.INT.SG.BUSINESSSUPPORT.DOCUMENTMANAGEMENTANDARCHIVE.CORRESPONDENCE.V1_0_SD|SOI.REQ.INT.SG.BUSINESSSUPPORT.DOCUMENTMANAGEMENTANDARCHIVE.CORRESPONDENCE.V1_0_SD|0              |0             |0              |0                |0              |
|SOI.REQ.INT.SG.BUSINESSSUPPORT.DOCUMENTMANAGEMENTANDARCHIVE.CORRESPONDENCE.V7_0.SD|SOI.REQ.INT.SG.BUSINESSSUPPORT.DOCUMENTMANAGEMENTANDARCHIVE.CORRESPONDENCE.V7_0.SD|0              |0             |0              |0                |0              |
|SOI.REQ.INT.SG.BUSINESSSUPPORT.DOCUMENTMANAGEMENTANDARCHIVE.DOCUMENTSERVICES.V1_0|SOI.REQ.INT.SG.BUSINESSSUPPORT.DOCUMENTMANAGEMENTANDARCHIVE.DOCUMENTSERVICES.V1_0|1              |0             |0              |0                |0              |
|SOI.REQ.INT.SG.BUSINESSSUPPORT.DOCUMENTMANAGEMENTANDARCHIVE.DOCUMENTSERVICES.V1_0.AFA|SOI.REQ.INT.SG.BUSINESSSUPPORT.DOCUMENTMANAGEMENTANDARCHIVE.DOCUMENTSERVICES.V1_0.AFA|0              |0             |0              |0                |0              |
|SOI.REQ.INT.SG.CAPISG_SVC1_FW1_5.V1_0|SOI.REQ.INT.SG.CAPISG_SVC1_FW1_5.V1_0|0              |0             |0              |0                |0              |
|SOI.REQ.INT.SG.CARD.V1_0.SD|SOI.REQ.INT.SG.CARD.V1_0.SD|0              |0             |0              |0                |0              |
|SOI.REQ.INT.SG.CARDAUTHORIZATION.V1_1.SD|SOI.REQ.INT.SG.CARDAUTHORIZATION.V1_1.SD|0              |0             |0              |0                |0              |
|SOI.REQ.INT.SG.CHANNELLIMITAPPLICATION.V5_0|SOI.REQ.INT.SG.CHANNELLIMITAPPLICATION.V5_0|0              |0             |0              |0                |0              |
|SOI.REQ.INT.SG.CONSUMERINVESTMENTS.V1_0.SD|SOI.REQ.INT.SG.CONSUMERINVESTMENTS.V1_0.SD|0              |0             |0              |0                |0              |
|SOI.REQ.INT.SG.CONSUMERINVESTMENTS.V1_1.SD|SOI.REQ.INT.SG.CONSUMERINVESTMENTS.V1_1.SD|0              |0             |0              |0                |0              |
|SOI.REQ.INT.SG.CONSUMERSERVICES.V1_0.SD|SOI.REQ.INT.SG.CONSUMERSERVICES.V1_0.SD|0              |0             |0              |0                |0              |
|SOI.REQ.INT.SG.CONTACTDIALOGUE.V1_0.SD|SOI.REQ.INT.SG.CONTACTDIALOGUE.V1_0.SD|0              |0             |0              |0                |0              |
|SOI.REQ.INT.SG.CONTACTDIALOGUE.V1_1.SD|SOI.REQ.INT.SG.CONTACTDIALOGUE.V1_1.SD|0              |0             |0              |0                |0              |
|SOI.REQ.INT.SG.CONTACTDIALOGUE.V1_2.SD|SOI.REQ.INT.SG.CONTACTDIALOGUE.V1_2.SD|0              |0             |0              |0                |0              |
|SOI.REQ.INT.SG.CONTACTDIALOGUE.V1_3.SD|SOI.REQ.INT.SG.CONTACTDIALOGUE.V1_3.SD|0              |0             |0              |0                |0              |
|SOI.REQ.INT.SG.CONTACTDIALOGUE.V1_4.SD|SOI.REQ.INT.SG.CONTACTDIALOGUE.V1_4.SD|0              |0             |0              |0                |0              |
|SOI.REQ.INT.SG.CORRESPONDENCE.V2_0.APIMSG.WHR|SOI.REQ.INT.SG.CORRESPONDENCE.V2_0.APIMSG.WHR|0              |0             |0              |0                |0              |
|SOI.REQ.INT.SG.CORRESPONDENCE.V2_0.SD|SOI.REQ.INT.SG.CORRESPONDENCE.V2_0.SD|0              |0             |0              |0                |0              |
|SOI.REQ.INT.SG.CORRESPONDENCE.V3_0.SD|SOI.REQ.INT.SG.CORRESPONDENCE.V3_0.SD|0              |0             |0              |0                |0              |
|SOI.REQ.INT.SG.CORRESPONDENCE.V5_0.SD|SOI.REQ.INT.SG.CORRESPONDENCE.V5_0.SD|0              |0             |0              |0                |0              |
|SOI.REQ.INT.SG.CORRESPONDENCE.V7_0.SD|SOI.REQ.INT.SG.CORRESPONDENCE.V7_0.SD|0              |0             |0              |0                |0              |
|SOI.REQ.INT.SG.CREATEACCOUNTOPENINGFORM.V1_0.SD|SOI.REQ.INT.SG.CREATEACCOUNTOPENINGFORM.V1_0.SD|0              |0             |0              |0                |0              |
|SOI.REQ.INT.SG.CREATEACCOUNTOPENINGFORM.V1_1.SD|SOI.REQ.INT.SG.CREATEACCOUNTOPENINGFORM.V1_1.SD|0              |0             |0              |0                |0              |
|SOI.REQ.INT.SG.CREATECORPORATEPARTY.V1_0.SD|SOI.REQ.INT.SG.CREATECORPORATEPARTY.V1_0.SD|0              |0             |0              |0                |0              |
|SOI.REQ.INT.SG.CREDITCARD.V1_0|SOI.REQ.INT.SG.CREDITCARD.V1_0|0              |0             |0              |0                |0              |
|SOI.REQ.INT.SG.CREDITCARD.V1_0.SD|SOI.REQ.INT.SG.CREDITCARD.V1_0.SD|0              |0             |0              |0                |0              |
|SOI.REQ.INT.SG.CREDITCARD.V1_1.SD|SOI.REQ.INT.SG.CREDITCARD.V1_1.SD|0              |0             |0              |0                |0              |
|SOI.REQ.INT.SG.CROSSPRODUCTOPERATIONS.ACCOUNTMANAGEMENT.FRAUDDETECTION.V4_0.IWF|SOI.REQ.INT.SG.CROSSPRODUCTOPERATIONS.ACCOUNTMANAGEMENT.FRAUDDETECTION.V4_0.IWF|0              |0             |0              |0                |0              |
|SOI.REQ.INT.SG.CROSSPRODUCTOPERATIONS.ACCOUNTMANAGEMENT.POSITIONKEEPING.V1_0.ICAL|SOI.REQ.INT.SG.CROSSPRODUCTOPERATIONS.ACCOUNTMANAGEMENT.POSITIONKEEPING.V1_0.ICAL|1              |0             |0              |0                |0              |
|SOI.REQ.INT.SG.CROSSPRODUCTOPERATIONS.ACCOUNTMANAGEMENT.POSITIONKEEPING.V1_1.ICAL|SOI.REQ.INT.SG.CROSSPRODUCTOPERATIONS.ACCOUNTMANAGEMENT.POSITIONKEEPING.V1_1.ICAL|0              |0             |0              |0                |0              |
|SOI.REQ.INT.SG.CROSSPRODUCTOPERATIONS.ACCOUNTMANAGEMENT.POSITIONMANAGEMENT.V1_0.ICAL|SOI.REQ.INT.SG.CROSSPRODUCTOPERATIONS.ACCOUNTMANAGEMENT.POSITIONMANAGEMENT.V1_0.ICAL|1              |0             |0              |0                |0              |
|SOI.REQ.INT.SG.CROSSPRODUCTOPERATIONS.ACCOUNTMNGMT.POSITIONKEEPING.V1_0|SOI.REQ.INT.SG.CROSSPRODUCTOPERATIONS.ACCOUNTMNGMT.POSITIONKEEPING.V1_0|1              |0             |0              |0                |0              |
|SOI.REQ.INT.SG.CROSSPRODUCTOPERATIONS.OPERATIONALSERVICES.REWARDSPOINTSAWARDSANDRED.V1_0|SOI.REQ.INT.SG.CROSSPRODUCTOPERATIONS.OPERATIONALSERVICES.REWARDSPOINTSAWARDSANDRED.V1_0|0              |0             |0              |0                |0              |
|SOI.REQ.INT.SG.CURRENCYEXCHANGE.V5_0.SD|SOI.REQ.INT.SG.CURRENCYEXCHANGE.V5_0.SD|0              |0             |0              |0                |0              |
|SOI.REQ.INT.SG.CURRENCYEXCHANGE_SG.V1_0.SD|SOI.REQ.INT.SG.CURRENCYEXCHANGE_SG.V1_0.SD|0              |0             |0              |0                |0              |
|SOI.REQ.INT.SG.CUSTOMERACCESSENTITLEMENT.V1_0.PWEB|SOI.REQ.INT.SG.CUSTOMERACCESSENTITLEMENT.V1_0.PWEB|0              |0             |0              |0                |0              |
